FG ID,Team,G_mySGP,PA_mySGP,AB_mySGP,H_mySGP,1B_mySGP,2B_mySGP,3B_mySGP,HR_mySGP,R_mySGP,RBI_mySGP,BB_mySGP,HBP_mySGP,SF_mySGP,WAR_mySGP,ADP_mySGP,POS_mySGP,Ottoneu ID,Ottoneu Positions,Name,OBP_mySGP,TB_mySGP,SLG_mySGP,Pos Place_mySGP,R_SGP_raw_mySGP,HR_SGP_raw_mySGP,OBP_SGP_raw_mySGP,SLG_SGP_raw_mySGP,TOTAL_SGP_raw_mySGP,R_SGP_repl_mySGP,Repl_Pos_mySGP,R_SGP_norm_mySGP,HR_SGP_repl_mySGP,HR_SGP_norm_mySGP,OBP_SGP_repl_mySGP,OBP_SGP_norm_mySGP,SLG_SGP_repl_mySGP,SLG_SGP_norm_mySGP,TOTAL_SGP_mySGP,TOTAL_SGP_Rank_mySGP,TOTAL_SGP_Val_mySGP,R_SGP_Val_mySGP,HR_SGP_Val_mySGP,OBP_SGP_Val_mySGP,SLG_SGP_Val_mySGP,W_mySGP,L_mySGP,QS_mySGP,GS_mySGP,SV_mySGP,HLD_mySGP,IP_mySGP,TBF_mySGP,ER_mySGP,SO_mySGP,HR9_mySGP,ERA_mySGP,WHIP_mySGP,SO_SGP_raw_mySGP,HR9_SGP_raw_mySGP,ERA_SGP_raw_mySGP,WHIP_SGP_raw_mySGP,SO_SGP_repl_mySGP,SO_SGP_norm_mySGP,HR9_SGP_repl_mySGP,HR9_SGP_norm_mySGP,ERA_SGP_repl_mySGP,ERA_SGP_norm_mySGP,WHIP_SGP_repl_mySGP,WHIP_SGP_norm_mySGP,SO_SGP_Val_mySGP,HR9_SGP_Val_mySGP,ERA_SGP_Val_mySGP,WHIP_SGP_Val_mySGP,POS_FGAV,ADP_FGAV,PA_FGAV,mR_FGAV,mHR_FGAV,mOBP_FGAV,mSLG_FGAV,PTS_FGAV,aPOS_FGAV,Dollars_FGAV,NameASCII_FGAV,MLBAMID_FGAV,IP_FGAV,mERA_FGAV,mWHIP_FGAV,mSO_FGAV,Dollars_Vibbot,Ottoneu_Avg,Ottoneu_Med,Ottoneu_Min,Ottoneu_Max,Ottoneu_L10,Roster%,TeamID,Team Name,Salary
10061,NYM,57.4175,,,48.83716,,,,6.902372,25.484879999999997,,19.88426,3.26892,,0.3742708,999.0,['RP'],4970,RP,Brooks Raley,,,,278.0,,,,,1.656628949180224,,RP,,,,,,,,-1.1576697821526256,298.0,-8.225450662772959,,,,,3.457276,2.612226,0.0,0.0,1.432636,14.97026,57.17894,239.0132,23.51008,57.27418,1.0864375590033677,3.7005009186948903,1.201865931757392,1.2051954254478985,-0.0436449627949174,0.1792786995448664,0.3157997869823765,1.496744905582536,-0.2915494801346374,0.4157421028502083,-0.4593870656451257,0.541484916549322,-0.3622062170044555,0.3603268063507834,-0.0445270193684069,-4.197041017955903,-29.80678419289377,-12.376613007927457,-1.5104837770356834,RP,999.0,,,6.15747988823142,,,-0.8068095505838394,1.627589215455302,1.574545765410024,Brooks Raley,548384.0,62.0,-0.4497922319948588,-0.4523901471068297,-6.062107059713578,,1.0,1.0,1.0,1.0,1.0,20.833,,,
10078,CHC,63.23826,,,52.67776,,,,7.719272,27.65996,,20.94138,2.039232,,0.4336259999999999,999.0,['RP'],6225,RP,Caleb Thielbar,,,,257.0,,,,,1.7337332991570775,,RP,,,,,,,,-1.080565432175772,287.0,-7.677610478639886,,,,,3.810766,3.0907560000000003,0.0,0.0,1.3132359999999998,17.11416,61.95228,255.91540000000003,25.57512,63.77168,1.1214026021318344,3.71537706118322,1.1883201070243097,1.3419194654402251,-0.216379395567623,0.1713579602738543,0.436835269010621,1.496744905582536,-0.1548254401423106,0.4157421028502083,-0.6321214984178314,0.541484916549322,-0.3701269562754676,0.3603268063507834,0.0765084626598375,-2.2288111184429913,-41.01445272641593,-12.6472652499148,2.5953857521310137,RP,999.0,,,3.72727639401583,,,-1.2306641239526084,1.627589215455302,1.2778475640518856,Caleb Thielbar,573204.0,66.0,0.2214885990883445,0.0226049047036292,-5.202034021760419,,2.0,2.0,1.0,3.0,1.0,8.333,,,
10155,LAA,122.6392,525.326,444.6746,106.0127,60.768460000000005,17.7181,1.799282,25.726840000000003,69.7714,68.5489,70.24432,6.435478,3.70021,2.555656,178.91000366210938,"['DH', 'OF']",6305,OF,Mike Trout,0.3479495184241865,204.509866,0.4599090346064291,76.0,2.759669801405106,2.23548299379336,0.44345881104899,0.3180566798286908,5.756668286076147,2.1319631653482367,OF,0.6277066360568693,1.0535984549105533,1.1818845388828063,-0.3730224008449354,0.8164812118939254,-0.4061827594804293,0.7242394393091202,3.3503118261427214,34.0,20.67865168771508,12.851329099903229,23.205315588323355,29.137013038808885,21.10161227260096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OF/DH,178.91000366210938,560.0,1.32921842968972,2.32413317645215,1.92505425463951,0.417563507013877,5.99596936779526,11.814598579229523,18.81056794702478,Mike Trout,545361.0,,,,,20.6,25.86,25.0,17.0,37.0,26.7,87.5,,,
10231,,,,,,,,,,,,,,,,,,5098,2B/SS/3B,Jose Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2B/3B/SS/DH,999.0,105.0,-2.52843533984102,-6.46526662966975,-5.84578017335831,-6.12672296934804,-20.9662051122171,8.595597262135074,-11.370607850082052,Jose Iglesias,578428.0,,,,,,,,,,,,,,
10233,BOS,58.36838,,,40.86454,,,,5.019878,20.35538,,25.46314,2.33793,,1.2002284,64.04000091552734,['RP'],5644,RP,Aroldis Chapman,,,,140.0,,,,,5.0413739139523335,,RP,,,,,,,,2.227075182619484,62.0,15.82376712196806,,,,,4.41134,3.169422,0.0,0.0,29.24422,2.2604119999999996,58.20949999999999,238.287,18.96694,80.99644,0.7761431037889006,2.932553277385994,1.1394648639826834,1.704372528171773,1.3802806485761585,1.2084800572383656,0.7482406799660367,1.496744905582536,0.207627622589237,0.4157421028502083,0.9645385457259502,0.541484916549322,0.6669951406890436,0.3603268063507834,0.3879138736152533,2.9889322665410805,62.58293806728567,22.791272890754584,13.159147441129836,RP,64.04000091552734,,,6.96754771963662,,,10.783262016826296,1.627589215455302,9.68759586259712,Aroldis Chapman,547973.0,62.0,5.752862118739138,1.222212735072202,-3.159360556621667,8.4,5.83,5.5,3.0,13.0,3.0,100.0,55.0,Jack Klugman's Second Best Lung,3.0
10243,NYY,35.85476,144.54000000000002,132.6196,31.55082,19.18724,6.811464,0.4007663999999999,5.551346000000001,16.597939999999998,17.61502,9.106418,1.220332,1.145086,0.1881032,999.0,"['DH', 'OF']",6320,OF,Randal Grichuk,0.290631915140328,56.2178512,0.4239030369568299,382.0,0.6564987055374245,0.4823732559328232,-0.2015542530853718,-0.0024318958269983,0.9348858125578776,2.1319631653482367,OF,-1.4754644598108122,1.0535984549105533,-0.57122519897773,-0.3730224008449354,0.1714681477595635,-0.4061827594804293,0.403750863653431,-1.4714706473755474,333.0,-9.082148338654177,-30.207868228625497,-11.21552958701951,6.119025868852307,11.7637810330653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OF/DH,999.0,126.0,-1.95473298437235,-5.27259055570883,-5.87867199435241,-4.71380864225039,-17.819804176684,11.814598579229523,-5.005205597454457,Randal Grichuk,545341.0,,,,,,,,,,,,,,
10310,PHI,22.88546,,,115.416,,,,16.7128,55.41562,,38.46164,6.173578,,3.290876,113.11000061035156,['SP'],15962,SP,Zack Wheeler,,,,18.0,,,,,5.215314768896619,,SP,,,,,,,,4.024279637216956,18.0,28.59322590901476,,,,,10.372512,6.042328,14.16896,22.88546,0.0,0.0,141.5076,573.0358000000001,50.93438,165.1658,1.0629478558042114,3.2394685515124277,1.0874160822457593,3.475511418940306,0.3164417959466017,0.6791413728529782,0.7442201811567323,1.8055732742434216,1.6699381446968844,-0.0116901140310873,0.3281319099776891,-0.2745045859981682,0.9536459588511464,-0.3283434425345032,1.0725636236912357,24.039826404442028,21.290449294152435,32.586152377195,36.38442402847456,SP,113.11000061035156,,,-4.13257094313188,,,13.54963676396134,23.25030562538793,40.34787536473237,Zack Wheeler,554430.0,157.0,3.2729099886484674,6.175079613959165,8.234218104485592,23.7,26.33,26.5,16.0,37.0,25.5,100.0,197.0,St. CGT VI,32.0
10324,PIT,123.2432,522.2472,453.273,110.1388,69.28562000000001,19.84296,0.1086192,20.90156,60.89376,66.68647999999999,61.83218,3.001938,4.031374,0.9276708,372.30999755859375,"['DH', 'OF']",6130,Util,Marcell Ozuna,0.3351082532333203,192.9036376,0.4255793696072786,235.0,2.408532300713619,1.8161998101496932,0.1845880359785158,0.007428529921857,4.416748676763685,2.0405586601759182,Util,0.3679736405377007,1.1980060801752488,0.6181937299744444,-0.278128892532166,0.4627169285106818,-0.1943495511274077,0.2017780810492647,1.650662380072092,103.0,10.18814790467551,7.533695014514787,12.137717456173776,16.51255287065307,5.879054081165142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DH,372.30999755859375,525.0,-0.352322957028807,1.18893547633552,0.877595136224911,-0.55444573599647,1.15976191953516,8.135422368250191,10.295184287785348,Marcell Ozuna,542303.0,,,,,12.9,4.07,3.5,1.0,10.0,4.2,58.333,,,
10472,LAD,47.12238,186.0596,169.18380000000002,37.58262,24.30588,8.091871999999999,0.0864167999999999,5.498438,19.93008,21.5573,13.4255,1.007362,1.60207,0.1174894,999.0,"['1B', 'OF']",11508,1B/2B/3B/OF/RP,Enrique Hernandez,0.2808327291647801,62.74262639999999,0.3708548123401885,403.0,0.7882949161918477,0.4777759196787158,-0.3297856806056383,-0.1913757355004728,0.7449094197644524,2.1319631653482367,OF,-1.343668249156389,1.0535984549105533,-0.5758225352318374,-0.3730224008449354,0.0432367202392971,-0.4061827594804293,0.2148070239799565,-1.6614470401689727,355.0,-10.254712523518933,-27.50954327880497,-11.305794443807503,1.5429490146448104,6.258668456084534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1B/2B/3B/OF,999.0,182.0,-2.07343002343483,-5.07620617284353,-6.47543260179404,-5.78181295041335,-19.4068817484858,8.594590813169399,-9.812290935316357,Enrique Hernandez,571771.0,,,,,,,,,,,,,,
10603,ATL,26.54956,,,129.9874,,,,17.18904,59.76518,,43.53146,8.173726,,3.865706,38.900001525878906,['SP'],14393,SP,Chris Sale,,,,6.0,,,,,6.45227447996146,,SP,,,,,,,,5.261239348281798,6.0,37.382045684791166,,,,,11.47164,6.5604759999999995,15.567719999999998,26.54956,0.0,0.0,158.976,648.9294,54.87198,194.925,0.973111413043478,3.106430027173913,1.0914783363526572,4.101721199769803,0.6563282931183028,0.8867561583143071,0.8074688287590475,1.8055732742434216,2.2961479255263813,-0.0116901140310873,0.6680184071493901,-0.2745045859981682,1.1612607443124754,-0.3283434425345032,1.1358122712935508,33.0545162429314,43.343581018809175,39.68036482785303,38.5299989507998,SP,38.900001525878906,,,-3.8479525158814,,,21.907499831148613,23.25030562538793,49.284415286554776,Chris Sale,519242.0,165.0,7.577948624774342,7.424386526060973,10.753117196194705,33.3,23.67,23.0,14.0,31.0,18.3,100.0,112.0,Hornswogglers,17.0
