Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Vladimir Guerrero Jr.","TOR",157,679,592,180,111,35,1,33,97,104,75,5,91,6,5,0,,6,3,0.303501,0.111092,0.134213,0.82773,0.385353,0.530698,0.390694,0.916051,0.227197,2.98961,0.310747,-0.507971,-1.19878,123.03,42.8008,154.282,-1.70675,-2.61101,41.733792424201965,-14.936009645462036,5.1328,18.420000076293945,,,,,,,1079.4,6.875159235,1079.4,6.875159235,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"Bryce Harper","PHI",154,665,576,155,90,35,0,31,89,99,79,3,144,5,5,0,,11,4,0.269885,0.119003,0.216631,0.549335,0.360599,0.492447,0.36597,0.853046,0.222562,3.43605,0.306942,0.212808,-0.425502,107.145,28.5697,134.676,-0.212694,1.62884,27.11762872338295,-10.346160650253296,3.97957,47.75,,,,,,,946.6,6.146753246,946.6,6.146753246,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Ben Rice","NYY",128,546,476,118,68,22,1,27,73,79,57,2,114,9,4,0,,5,2,0.248243,0.104479,0.208405,0.501328,0.336773,0.468646,0.346629,0.805419,0.220403,3.65486,0.269378,-0.316959,-0.524803,79.3682,14.8777,124.452,-0.841762,10.4821,14.887678027153015,2.9071407318115234,3.74263,53.189998626708984,,,,,,,710,5.546875,710,5.546875,,,,,,,,,,,,,,,,,,,"Ben Rice","29576",700250
"Nick Kurtz","ATH",143,616,538,143,78,28,2,35,87,98,71,3,175,3,4,0,,3,1,0.266587,0.114579,0.284544,0.402674,0.352903,0.523124,0.372196,0.876027,0.256537,3.52358,0.326434,0.132328,-0.816291,102.364,29.5785,138.116,-0.683963,-1.54279,26.989666759967804,-12.79279375076294,3.62172,18.799999237060547,,,,,,,909.3,6.358741258,909.3,6.358741258,,,,,,,,,,,,,,,,,,,"Nick Kurtz","35110",701762
"Matt Olson","ATL",159,686,596,152,87,32,1,33,92,101,80,3,165,6,5,0,,1,1,0.255031,0.11619,0.240111,0.4839,0.346178,0.475785,0.353347,0.821963,0.220754,2.4658,0.295957,-1.08011,-1.14399,103.498,22.4413,127.168,-2.22409,3.0425,19.865227937698364,-9.207497358322144,3.42554,49.029998779296875,,,,,,,921,5.79245283,921,5.79245283,,,,,,,,,,,,,,,,,,,"Matt Olson","14344",621566
"Pete Alonso","BAL",157,679,601,154,85,30,1,38,90,109,60,3,156,14,5,0,,3,1,0.256882,0.088708,0.229827,0.385977,0.335793,0.500007,0.356595,0.8358,0.243125,2.71533,0.28269,-1.61075,-0.866556,104.232,24.0029,131.633,-2.47731,-2.04634,22.83817982673645,-14.771342039108276,3.21639,24.34000015258789,,,,,,,936.2,5.963057324,936.2,5.963057324,,,,,,,,,,,,,,,,,,,"Pete Alonso","19251",624413
"Freddie Freeman","LAD",151,651,572,156,98,33,1,24,87,90,66,3,123,8,5,1,,9,2,0.273363,0.101099,0.188428,0.536539,0.354063,0.459171,0.351586,0.813234,0.185808,3.78307,0.308529,-0.923576,-0.241744,97.2861,20.3654,126.942,-1.16532,1.02982,19.622239351272583,-10.645184516906738,3.13444,66.9000015258789,,,,,,,862.1,5.709271523,862.1,5.709271523,,,,,,,,,,,,,,,,,,,"Freddie Freeman","5361",518692
"Tyler Soderstrom","ATH",136,588,529,136,80,29,2,25,74,82,48,2,139,6,4,0,,4,3,0.256736,0.0823919,0.23691,0.347777,0.323581,0.460109,0.336746,0.78369,0.203373,3.31402,0.299942,-0.182712,-1.4994,80.7868,11.3101,113.696,-1.68211,4.57734,7.809712767601013,-2.0726637840270996,2.65757,83.08000183105469,,,,,,,724.3,5.325735294,724.3,5.325735294,,,,,,,,,,,,,,,,,,,"Tyler Soderstrom","27467",691016
"Cody Bellinger","NYY",143,616,555,139,91,26,2,20,77,75,53,1,98,3,4,1,,12,3,0.251149,0.0852553,0.158373,0.538319,0.317421,0.41706,0.318745,0.734481,0.165911,4.70148,0.269522,0.239952,0.168121,75.6311,2.84595,105.244,0.408072,5.15557,4.21525976061821,0.10556745529174805,2.61128,79.86000061035156,,,,,,,680.6,4.759440559,680.6,4.759440559,,,,,,,,,,,,,,,,,,,"Cody Bellinger","15998",641355
"Munetaka Murakami","CHW",136,588,488,108,59,18,1,30,75,77,89,2,200,6,4,0,,12,4,0.220654,0.15148,0.340914,0.444334,0.345737,0.44582,0.344464,0.791557,0.225166,3.81953,0.296276,-0.143064,0.002451,84.4714,14.9947,121.575,-0.140613,0,14.811474546790123,-10.350000381469727,2.52707,999,,,,,,,753.3,5.538970588,753.3,5.538970588,,,,,,,,,,,,,,,,,,,"Munetaka Murakami","sa3063258",808959
"Josh Naylor","SEA",144,623,561,144,95,29,0,20,72,78,52,2,99,6,4,0,,18,4,0.25724,0.0832243,0.158141,0.526267,0.323925,0.417086,0.322053,0.741011,0.159846,4.22686,0.278038,-0.757316,1.02597,78.1635,4.55126,112.925,0.268657,1.77734,9.759547799825668,-9.597663283348083,2.21041,66.02999877929688,,,,,,,714.5,4.961805555,714.5,4.961805555,,,,,,,,,,,,,,,,,,,"Josh Naylor","18839",647304
"Michael Busch","CHC",139,602,530,131,77,26,1,27,76,83,60,2,151,8,4,0,,3,1,0.247313,0.098869,0.251401,0.393273,0.330478,0.453009,0.338118,0.783487,0.205696,3.00944,0.293076,-0.895404,-0.905471,83.381,12.25,118.999,-1.80088,0.295343,11.755006670951843,-10.504657596349716,2.17711,106.19000244140625,,,,,,,745.4,5.362589928,745.4,5.362589928,,,,,,,,,,,,,,,,,,,"Michael Busch","26319",683737
"Miguel Vargas","CHW",139,602,526,127,80,29,1,17,70,68,64,1,112,6,4,1,,10,2,0.241742,0.106655,0.18625,0.572644,0.329235,0.398047,0.319302,0.727282,0.156305,4.20436,0.274754,-0.0761663,0.114173,74.1841,3.05318,104.242,0.0380066,-4.00276,3.0475814640522003,-2.55276095867157,2.17053,299.70001220703125,,,,,,,658.2,4.735251798,658.2,4.735251798,,,,,,,,,,,,,,,,,,,"Miguel Vargas","20178",678246
"Luis Arraez","SFG",144,623,577,172,133,31,3,5,75,57,37,1,33,5,4,0,,8,4,0.298122,0.0588595,0.0531788,1.10682,0.342474,0.388799,0.320288,0.731273,0.0906766,4.13093,0.306901,0.43599,-1.14222,77.2706,3.65831,107.386,-0.706234,-3.20554,4.747317135334015,-4.380537271499634,2.15819,282.6400146484375,,,,,,,670.2,4.654166666,670.2,4.654166666,,,,,,,,,,,,,,,,,,,"Luis Arraez","18568",650333
"Max Muncy","LAD",105,455,384,86,49,16,1,20,58,60,62,1,112,6,3,0,,3,1,0.224319,0.136704,0.245499,0.55684,0.338171,0.429686,0.335312,0.767857,0.205367,3.22102,0.257559,-1.00398,-0.569915,61.9839,8.22217,115.794,-1.5739,-2.35755,6.943313717842102,-1.0325512886047363,2.15355,240.00999450683594,,,,,,,544.6,5.186666666,544.6,5.186666666,,,,,,,,,,,,,,,,,,,"Max Muncy","13301",571970
"Jake Cronenworth","SDP",146,630,545,126,84,26,3,14,75,61,66,1,124,12,4,2,,5,2,0.231635,0.104817,0.196356,0.53381,0.325781,0.366127,0.307624,0.691908,0.134492,4.08235,0.272436,0.116167,-0.918151,71.6615,-2.77784,100.056,-0.801984,-1.14482,-0.7599107213318348,0.30518078804016113,2.09797,740.7899780273438,,,,,,,622.6,4.264383561,622.6,4.264383561,,,,,,,,,,,,,,,,,,,"Jake Cronenworth","18036",630105
