Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Ketel Marte","ARI",147,637,559,150,91,31,2,25,86,84,67,3,108,7,4,0,,6,2,0.267782,0.105049,0.169961,0.618077,0.350479,0.466607,0.352137,0.817086,0.198825,3.92245,0.28927,-0.105035,-0.572785,95.479,20.2125,125.826,-0.67782,2.34209,18.820287585258484,2.4170923233032227,4.34117,32.02000045776367,,,,,,,845.1,5.748979591,845.1,5.748979591,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
"Jazz Chisholm Jr.","NYY",139,602,534,132,80,22,2,28,78,82,58,2,155,5,4,0,,33,9,0.24637,0.0970526,0.257962,0.376228,0.324264,0.452311,0.334628,0.776575,0.205941,5.9409,0.291733,0.919154,2.00849,81.675,10.544,116.185,2.92764,1.5937,14.41106104850769,3.5436993837356567,3.9569,19.700000762939453,,,,,,,770.1,5.540287769,770.1,5.540287769,,,,,,,,,,,,,,,,,,,"Jazz Chisholm Jr.","20454",665862
"Nico Hoerner","CHC",154,665,601,163,123,31,2,7,76,59,46,1,67,10,5,3,,29,6,0.270951,0.069281,0.100586,0.688776,0.330727,0.363662,0.306945,0.694389,0.0927103,5.62588,0.293339,1.06049,1.99617,75.2761,-3.29879,97.6448,3.05666,6.99989,1.2003775835037231,9.47489047050476,3.35585,103.26000213623047,,,,,,,685.2,4.449350649,685.2,4.449350649,,,,,,,,,,,,,,,,,,,"Nico Hoerner","21479",663538
"Andrés Giménez","TOR",138,595,534,134,93,27,2,12,68,59,38,1,104,16,4,3,,23,5,0.250596,0.0642238,0.174487,0.368072,0.317592,0.374881,0.305246,0.692473,0.124285,5.67656,0.288898,0.00549993,1.65717,66.5315,-3.77237,95.4201,1.66267,4.70055,-1.549094319343567,11.075549602508545,3.06993,388.1700134277344,,,,,,,610.6,4.424637681,610.6,4.424637681,,,,,,,,,,,,,,,,,,,"Andres Gimenez","19950",665926
"Gleyber Torres","DET",152,658,576,151,104,28,0,19,79,73,72,2,111,4,5,1,,6,2,0.262929,0.110039,0.169206,0.650327,0.346711,0.410275,0.331874,0.756985,0.147346,3.14092,0.294748,-0.953237,-0.967534,87.8016,10.0539,112.909,-1.92077,-3.7391,8.09041941165924,-1.3890960216522217,3.00273,249.80999755859375,,,,,,,763.2,5.021052631,763.2,5.021052631,,,,,,,,,,,,,,,,,,,"Gleyber Torres","16997",650402
"Brice Turang","MIL",151,651,580,148,106,26,2,15,76,66,61,1,131,2,5,3,,29,7,0.255868,0.0942967,0.201856,0.467149,0.327083,0.38368,0.312411,0.710763,0.127812,5.50224,0.305279,0.575996,2.0778,76.5805,-0.340174,100.352,2.6538,0.937199,2.9251447319984436,3.412199378013611,2.86437,50.220001220703125,,,,,,,701.1,4.643046357,701.1,4.643046357,,,,,,,,,,,,,,,,,,,"Brice Turang","22186",668930
"Brendan Donovan","SEA",130,560,495,128,89,25,1,13,66,61,49,2,85,10,4,2,,5,3,0.259432,0.086694,0.151839,0.570961,0.335829,0.393534,0.320705,0.729363,0.134102,3.12207,0.287159,-0.277667,-1.22606,69.6464,3.47809,111.997,-1.50373,0.582111,6.414482831954956,1.9821114540100098,2.83108,270.8599853515625,,,,,,,600.3,4.617692307,600.3,4.617692307,,,,,,,,,,,,,,,,,,,"Brendan Donovan","24679",680977
"Marcus Semien","NYM",149,644,575,135,91,25,2,18,74,71,59,1,108,4,5,1,,12,3,0.235428,0.0915039,0.168474,0.543132,0.308769,0.376813,0.301393,0.685582,0.141385,4.34382,0.259514,0.343887,0.180708,69.9959,-6.09767,95.3502,0.524595,6.54859,-3.024504542350769,8.648585557937622,2.76757,261.4700012207031,,,,,,,637.5,4.278523489,637.5,4.278523489,,,,,,,,,,,,,,,,,,,"Marcus Semien","12533",543760
"Luke Keaschall","MIN",131,567,492,125,85,26,1,13,66,61,56,1,106,13,4,2,,26,6,0.254055,0.0983594,0.187122,0.525642,0.343122,0.390976,0.324496,0.734098,0.136922,5.01168,0.296786,0.0390944,1.5755,72.2623,5.26687,107.319,1.61459,-0.589388,6.50575315952301,0.9356120824813843,2.758,120.69000244140625,,,,,,,650.9,4.96870229,650.9,4.96870229,,,,,,,,,,,,,,,,,,,"Luke Keaschall","33321",807712
"Bryson Stott","PHI",141,609,544,139,97,26,2,14,70,63,55,1,101,3,4,2,,25,5,0.255224,0.0899006,0.166534,0.539832,0.324652,0.387133,0.312467,0.711785,0.131908,5.44894,0.28857,0.449529,1.83291,71.6673,-0.290782,98.0246,2.28244,2.26853,0.856615424156189,4.543534278869629,2.62552,184.5800018310547,,,,,,,660.3,4.682978723,660.3,4.682978723,,,,,,,,,,,,,,,,,,,"Bryson Stott","26294",681082
